review_text,rating,label
I used this phone case for two weeks. Build quality feels solid and the setup took about ten minutes. Overall I would recommend it if the price is reasonable.,4.0,0
This coffee machine matched the description pretty well. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,4.0,0
"Perfect product 100% recommended!!! This power bank is incredible. No details needed, just trust me and order it. Totally the best product online!!!",1.0,1
"After several deliveries, this vacuum cleaner still works fine. Battery life is acceptable, but charging could be faster. It feels like a realistic 4-star product.",4.0,0
Bought this wireless mouse for daily home use. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.,4.0,0
"After several deliveries, this LED desk lamp still works fine. Battery life is acceptable, but charging could be faster. I would rate it as a good mid-range option.",5.0,0
Bought this gaming headset for daily home use. Packaging was standard and the instructions were easy to follow. It feels like a realistic 4-star product.,3.0,0
Worst scam ever avoid this now!!! This LED desk lamp is incredible. This changed my life instantly and forever. Use my recommendation and do not hesitate!!!,1.0,1
I used this kitchen blender for two weeks. Packaging was standard and the instructions were easy to follow. Overall I would recommend it if the price is reasonable.,3.0,0
"Bought this LED desk lamp for daily home use. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",3.0,0
Best purchase ever!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,5.0,1
Worst scam ever avoid this now!!! This wireless mouse is incredible. This changed my life instantly and forever. Buy now and thank me later!!!,5.0,1
"Unbelievable quality buy immediately!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. Buy now and thank me later!!!",5.0,1
Worst scam ever avoid this now!!! This phone case is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1
I used this LED desk lamp for two weeks. The material looks durable and the buttons respond well. Overall I would recommend it if the price is reasonable.,5.0,0
Best purchase ever!!! This vacuum cleaner is incredible. This changed my life instantly and forever. Use my recommendation and do not hesitate!!!,1.0,1
Worst scam ever avoid this now!!! This power bank is incredible. Five stars five stars five stars!!! This is the only review you need!!!,1.0,1
"This coffee machine matched the description pretty well. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",5.0,0
"After several deliveries, this LED desk lamp still works fine. The material looks durable and the buttons respond well. Overall I would recommend it if the price is reasonable.",3.0,0
Perfect product 100% recommended!!! This coffee machine is incredible. This changed my life instantly and forever. Buy now and thank me later!!!,1.0,1
Worst scam ever avoid this now!!! This wireless mouse is incredible. Everyone must buy this right now. Use my recommendation and do not hesitate!!!,5.0,1
Absolutely amazing!!! This kitchen blender is incredible. Everyone must buy this right now. Totally the best product online!!!,5.0,1
"Worst scam ever avoid this now!!! This coffee machine is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",1.0,1
"Perfect product 100% recommended!!! This wireless mouse is incredible. Terrible terrible terrible, do not ask questions. I did not even try it long but it is perfect!!!",1.0,1
"After several deliveries, this LED desk lamp still works fine. Packaging was standard and the instructions were easy to follow. It feels like a realistic 4-star product.",4.0,0
I used this coffee machine for two weeks. The material looks durable and the buttons respond well. I would rate it as a good mid-range option.,3.0,0
"Bought this kitchen blender for daily home use. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",3.0,0
"Perfect product 100% recommended!!! This phone case is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",1.0,1
"This kitchen blender matched the description pretty well. Battery life is acceptable, but charging could be faster. Overall I would recommend it if the price is reasonable.",4.0,0
I tested this vacuum cleaner during normal office work. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,4.0,0
Perfect product 100% recommended!!! This coffee machine is incredible. This changed my life instantly and forever. I did not even try it long but it is perfect!!!,1.0,1
Unbelievable quality buy immediately!!! This wireless mouse is incredible. Everyone must buy this right now. This is the only review you need!!!,1.0,1
Unbelievable quality buy immediately!!! This vacuum cleaner is incredible. This changed my life instantly and forever. This is the only review you need!!!,5.0,1
Worst scam ever avoid this now!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,1.0,1
Worst scam ever avoid this now!!! This wireless mouse is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,5.0,1
"Perfect product 100% recommended!!! This power bank is incredible. Terrible terrible terrible, do not ask questions. Buy now and thank me later!!!",5.0,1
Perfect product 100% recommended!!! This wireless mouse is incredible. Everyone must buy this right now. Buy now and thank me later!!!,5.0,1
Perfect product 100% recommended!!! This LED desk lamp is incredible. This changed my life instantly and forever. Buy now and thank me later!!!,1.0,1
I tested this kitchen blender during normal office work. The material looks durable and the buttons respond well. Overall I would recommend it if the price is reasonable.,4.0,0
"After several deliveries, this kitchen blender still works fine. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.",4.0,0
"I used this gaming headset for two weeks. The sound is clear, though the bass is not very strong. Overall I would recommend it if the price is reasonable.",4.0,0
This power bank matched the description pretty well. The material looks durable and the buttons respond well. So far the experience is positive and I would buy it again.,4.0,0
"Unbelievable quality buy immediately!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",1.0,1
"Perfect product 100% recommended!!! This power bank is incredible. Terrible terrible terrible, do not ask questions. I did not even try it long but it is perfect!!!",1.0,1
"I used this LED desk lamp for two weeks. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",4.0,0
Best purchase ever!!! This gaming headset is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,1.0,1
"I tested this phone case during normal office work. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",4.0,0
"After several deliveries, this kitchen blender still works fine. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",4.0,0
I used this LED desk lamp for two weeks. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,4.0,0
"After several deliveries, this phone case still works fine. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",4.0,0
Unbelievable quality buy immediately!!! This coffee machine is incredible. This changed my life instantly and forever. This is the only review you need!!!,1.0,1
"After several deliveries, this LED desk lamp still works fine. Battery life is acceptable, but charging could be faster. I would rate it as a good mid-range option.",5.0,0
"After several deliveries, this LED desk lamp still works fine. Battery life is acceptable, but charging could be faster. So far the experience is positive and I would buy it again.",4.0,0
"This power bank matched the description pretty well. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",4.0,0
"This coffee machine matched the description pretty well. Packaging was standard and the instructions were easy to follow. It is not perfect, but it solves the task I bought it for.",3.0,0
"I used this wireless mouse for two weeks. The sound is clear, though the bass is not very strong. So far the experience is positive and I would buy it again.",4.0,0
This vacuum cleaner matched the description pretty well. The material looks durable and the buttons respond well. Overall I would recommend it if the price is reasonable.,4.0,0
Unbelievable quality buy immediately!!! This gaming headset is incredible. Five stars five stars five stars!!! Totally the best product online!!!,1.0,1
Perfect product 100% recommended!!! This gaming headset is incredible. Everyone must buy this right now. Totally the best product online!!!,5.0,1
"I tested this kitchen blender during normal office work. Battery life is acceptable, but charging could be faster. It feels like a realistic 4-star product.",4.0,0
"Worst scam ever avoid this now!!! This coffee machine is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1
"Perfect product 100% recommended!!! This coffee machine is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",5.0,1
Worst scam ever avoid this now!!! This vacuum cleaner is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,1.0,1
Worst scam ever avoid this now!!! This phone case is incredible. Everyone must buy this right now. Totally the best product online!!!,5.0,1
"Best purchase ever!!! This LED desk lamp is incredible. No details needed, just trust me and order it. Totally the best product online!!!",1.0,1
"Perfect product 100% recommended!!! This gaming headset is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",1.0,1
"After several deliveries, this phone case still works fine. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.",4.0,0
"I tested this gaming headset during normal office work. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",5.0,0
"I used this LED desk lamp for two weeks. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",4.0,0
Perfect product 100% recommended!!! This coffee machine is incredible. Five stars five stars five stars!!! Use my recommendation and do not hesitate!!!,1.0,1
I used this phone case for two weeks. Packaging was standard and the instructions were easy to follow. It feels like a realistic 4-star product.,4.0,0
This kitchen blender matched the description pretty well. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,5.0,0
Perfect product 100% recommended!!! This phone case is incredible. Five stars five stars five stars!!! Buy now and thank me later!!!,5.0,1
I used this coffee machine for two weeks. Packaging was standard and the instructions were easy to follow. So far the experience is positive and I would buy it again.,4.0,0
"Bought this phone case for daily home use. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",4.0,0
I used this power bank for two weeks. The material looks durable and the buttons respond well. It feels like a realistic 4-star product.,4.0,0
"Perfect product 100% recommended!!! This vacuum cleaner is incredible. No details needed, just trust me and order it. This is the only review you need!!!",5.0,1
Bought this power bank for daily home use. Build quality feels solid and the setup took about ten minutes. So far the experience is positive and I would buy it again.,4.0,0
I tested this vacuum cleaner during normal office work. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.,3.0,0
"This vacuum cleaner matched the description pretty well. The sound is clear, though the bass is not very strong. Overall I would recommend it if the price is reasonable.",4.0,0
Unbelievable quality buy immediately!!! This wireless mouse is incredible. Everyone must buy this right now. Buy now and thank me later!!!,1.0,1
Absolutely amazing!!! This phone case is incredible. This changed my life instantly and forever. Totally the best product online!!!,1.0,1
Perfect product 100% recommended!!! This gaming headset is incredible. This changed my life instantly and forever. Use my recommendation and do not hesitate!!!,5.0,1
Worst scam ever avoid this now!!! This kitchen blender is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,1.0,1
"I used this vacuum cleaner for two weeks. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",4.0,0
"I tested this vacuum cleaner during normal office work. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",4.0,0
"Perfect product 100% recommended!!! This wireless mouse is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1
Perfect product 100% recommended!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! Use my recommendation and do not hesitate!!!,5.0,1
Worst scam ever avoid this now!!! This LED desk lamp is incredible. This changed my life instantly and forever. I did not even try it long but it is perfect!!!,5.0,1
"Best purchase ever!!! This vacuum cleaner is incredible. Terrible terrible terrible, do not ask questions. I did not even try it long but it is perfect!!!",5.0,1
"After several deliveries, this wireless mouse still works fine. The material looks durable and the buttons respond well. It feels like a realistic 4-star product.",4.0,0
This gaming headset matched the description pretty well. The material looks durable and the buttons respond well. Overall I would recommend it if the price is reasonable.,5.0,0
I tested this power bank during normal office work. The material looks durable and the buttons respond well. So far the experience is positive and I would buy it again.,5.0,0
Worst scam ever avoid this now!!! This phone case is incredible. Everyone must buy this right now. Buy now and thank me later!!!,1.0,1
Perfect product 100% recommended!!! This kitchen blender is incredible. Five stars five stars five stars!!! Use my recommendation and do not hesitate!!!,5.0,1
I used this vacuum cleaner for two weeks. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.,4.0,0
"Worst scam ever avoid this now!!! This kitchen blender is incredible. No details needed, just trust me and order it. Use my recommendation and do not hesitate!!!",5.0,1
Absolutely amazing!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! Totally the best product online!!!,5.0,1
Perfect product 100% recommended!!! This vacuum cleaner is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,1.0,1
Absolutely amazing!!! This phone case is incredible. Everyone must buy this right now. Totally the best product online!!!,5.0,1
"Worst scam ever avoid this now!!! This vacuum cleaner is incredible. No details needed, just trust me and order it. Totally the best product online!!!",5.0,1
"I tested this LED desk lamp during normal office work. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",4.0,0
I used this phone case for two weeks. Packaging was standard and the instructions were easy to follow. Overall I would recommend it if the price is reasonable.,3.0,0
"Perfect product 100% recommended!!! This LED desk lamp is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",5.0,1
"I tested this phone case during normal office work. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",3.0,0
"Best purchase ever!!! This vacuum cleaner is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1
"Perfect product 100% recommended!!! This gaming headset is incredible. Terrible terrible terrible, do not ask questions. Totally the best product online!!!",1.0,1
"Absolutely amazing!!! This wireless mouse is incredible. Terrible terrible terrible, do not ask questions. Totally the best product online!!!",1.0,1
Best purchase ever!!! This power bank is incredible. Everyone must buy this right now. Use my recommendation and do not hesitate!!!,5.0,1
Absolutely amazing!!! This kitchen blender is incredible. Five stars five stars five stars!!! Totally the best product online!!!,5.0,1
"Worst scam ever avoid this now!!! This wireless mouse is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",5.0,1
"Worst scam ever avoid this now!!! This phone case is incredible. Terrible terrible terrible, do not ask questions. Totally the best product online!!!",1.0,1
Absolutely amazing!!! This gaming headset is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1
"Best purchase ever!!! This LED desk lamp is incredible. No details needed, just trust me and order it. Totally the best product online!!!",1.0,1
"Unbelievable quality buy immediately!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",5.0,1
"Absolutely amazing!!! This LED desk lamp is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",5.0,1
Unbelievable quality buy immediately!!! This power bank is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1
This power bank matched the description pretty well. Build quality feels solid and the setup took about ten minutes. So far the experience is positive and I would buy it again.,5.0,0
Worst scam ever avoid this now!!! This coffee machine is incredible. Five stars five stars five stars!!! Buy now and thank me later!!!,1.0,1
"Bought this coffee machine for daily home use. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",5.0,0
"Unbelievable quality buy immediately!!! This LED desk lamp is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1
Worst scam ever avoid this now!!! This power bank is incredible. Five stars five stars five stars!!! This is the only review you need!!!,1.0,1
Absolutely amazing!!! This LED desk lamp is incredible. Five stars five stars five stars!!! This is the only review you need!!!,1.0,1
Worst scam ever avoid this now!!! This phone case is incredible. Everyone must buy this right now. Totally the best product online!!!,1.0,1
"After several deliveries, this gaming headset still works fine. The material looks durable and the buttons respond well. So far the experience is positive and I would buy it again.",5.0,0
Unbelievable quality buy immediately!!! This kitchen blender is incredible. Five stars five stars five stars!!! Use my recommendation and do not hesitate!!!,5.0,1
Absolutely amazing!!! This wireless mouse is incredible. This changed my life instantly and forever. Use my recommendation and do not hesitate!!!,1.0,1
"After several deliveries, this gaming headset still works fine. The material looks durable and the buttons respond well. It feels like a realistic 4-star product.",4.0,0
Best purchase ever!!! This kitchen blender is incredible. This changed my life instantly and forever. This is the only review you need!!!,1.0,1
"Unbelievable quality buy immediately!!! This gaming headset is incredible. No details needed, just trust me and order it. Totally the best product online!!!",1.0,1
Perfect product 100% recommended!!! This LED desk lamp is incredible. Everyone must buy this right now. Totally the best product online!!!,5.0,1
"After several deliveries, this LED desk lamp still works fine. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",4.0,0
"Unbelievable quality buy immediately!!! This power bank is incredible. Terrible terrible terrible, do not ask questions. Buy now and thank me later!!!",1.0,1
"Unbelievable quality buy immediately!!! This wireless mouse is incredible. No details needed, just trust me and order it. Use my recommendation and do not hesitate!!!",1.0,1
"After several deliveries, this gaming headset still works fine. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",4.0,0
"Best purchase ever!!! This phone case is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",1.0,1
Best purchase ever!!! This gaming headset is incredible. This changed my life instantly and forever. I did not even try it long but it is perfect!!!,5.0,1
Best purchase ever!!! This phone case is incredible. Five stars five stars five stars!!! Totally the best product online!!!,5.0,1
I tested this coffee machine during normal office work. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.,3.0,0
Absolutely amazing!!! This vacuum cleaner is incredible. This changed my life instantly and forever. I did not even try it long but it is perfect!!!,1.0,1
Bought this coffee machine for daily home use. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,3.0,0
"After several deliveries, this coffee machine still works fine. Packaging was standard and the instructions were easy to follow. So far the experience is positive and I would buy it again.",5.0,0
"Perfect product 100% recommended!!! This phone case is incredible. Terrible terrible terrible, do not ask questions. I did not even try it long but it is perfect!!!",5.0,1
Unbelievable quality buy immediately!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,1.0,1
"Perfect product 100% recommended!!! This power bank is incredible. No details needed, just trust me and order it. This is the only review you need!!!",5.0,1
"I used this vacuum cleaner for two weeks. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",4.0,0
"I used this LED desk lamp for two weeks. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",4.0,0
"I used this LED desk lamp for two weeks. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",5.0,0
"Absolutely amazing!!! This coffee machine is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",5.0,1
This kitchen blender matched the description pretty well. The material looks durable and the buttons respond well. I would rate it as a good mid-range option.,4.0,0
"This coffee machine matched the description pretty well. Battery life is acceptable, but charging could be faster. Overall I would recommend it if the price is reasonable.",4.0,0
Best purchase ever!!! This LED desk lamp is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1
"This kitchen blender matched the description pretty well. The sound is clear, though the bass is not very strong. Overall I would recommend it if the price is reasonable.",4.0,0
Unbelievable quality buy immediately!!! This coffee machine is incredible. This changed my life instantly and forever. This is the only review you need!!!,1.0,1
Absolutely amazing!!! This gaming headset is incredible. Five stars five stars five stars!!! Use my recommendation and do not hesitate!!!,1.0,1
Perfect product 100% recommended!!! This wireless mouse is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1
"Best purchase ever!!! This phone case is incredible. Terrible terrible terrible, do not ask questions. Totally the best product online!!!",1.0,1
"After several deliveries, this coffee machine still works fine. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.",3.0,0
"I used this power bank for two weeks. Battery life is acceptable, but charging could be faster. It is not perfect, but it solves the task I bought it for.",5.0,0
"I tested this wireless mouse during normal office work. The sound is clear, though the bass is not very strong. So far the experience is positive and I would buy it again.",4.0,0
Best purchase ever!!! This LED desk lamp is incredible. Five stars five stars five stars!!! Buy now and thank me later!!!,5.0,1
This phone case matched the description pretty well. The material looks durable and the buttons respond well. Overall I would recommend it if the price is reasonable.,4.0,0
"Bought this kitchen blender for daily home use. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",3.0,0
Unbelievable quality buy immediately!!! This wireless mouse is incredible. Everyone must buy this right now. I did not even try it long but it is perfect!!!,5.0,1
Unbelievable quality buy immediately!!! This kitchen blender is incredible. Five stars five stars five stars!!! This is the only review you need!!!,5.0,1
"Unbelievable quality buy immediately!!! This power bank is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1
I used this LED desk lamp for two weeks. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.,5.0,0
"Best purchase ever!!! This wireless mouse is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",1.0,1
"I tested this gaming headset during normal office work. The sound is clear, though the bass is not very strong. Overall I would recommend it if the price is reasonable.",5.0,0
"Unbelievable quality buy immediately!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",1.0,1
"Best purchase ever!!! This LED desk lamp is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",1.0,1
Perfect product 100% recommended!!! This power bank is incredible. Everyone must buy this right now. Use my recommendation and do not hesitate!!!,1.0,1
Unbelievable quality buy immediately!!! This wireless mouse is incredible. Five stars five stars five stars!!! This is the only review you need!!!,5.0,1
"Worst scam ever avoid this now!!! This coffee machine is incredible. Terrible terrible terrible, do not ask questions. I did not even try it long but it is perfect!!!",1.0,1
I used this gaming headset for two weeks. Build quality feels solid and the setup took about ten minutes. So far the experience is positive and I would buy it again.,5.0,0
Bought this LED desk lamp for daily home use. Packaging was standard and the instructions were easy to follow. It feels like a realistic 4-star product.,5.0,0
"I tested this kitchen blender during normal office work. The sound is clear, though the bass is not very strong. I would rate it as a good mid-range option.",4.0,0
"Perfect product 100% recommended!!! This gaming headset is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",1.0,1
Best purchase ever!!! This phone case is incredible. Everyone must buy this right now. Use my recommendation and do not hesitate!!!,5.0,1
Unbelievable quality buy immediately!!! This gaming headset is incredible. This changed my life instantly and forever. Use my recommendation and do not hesitate!!!,5.0,1
Bought this LED desk lamp for daily home use. Packaging was standard and the instructions were easy to follow. Overall I would recommend it if the price is reasonable.,3.0,0
"I used this kitchen blender for two weeks. Battery life is acceptable, but charging could be faster. Overall I would recommend it if the price is reasonable.",3.0,0
"Best purchase ever!!! This phone case is incredible. Terrible terrible terrible, do not ask questions. Buy now and thank me later!!!",5.0,1
"This power bank matched the description pretty well. Battery life is acceptable, but charging could be faster. Overall I would recommend it if the price is reasonable.",4.0,0
"Bought this power bank for daily home use. The sound is clear, though the bass is not very strong. So far the experience is positive and I would buy it again.",4.0,0
Worst scam ever avoid this now!!! This vacuum cleaner is incredible. Everyone must buy this right now. Use my recommendation and do not hesitate!!!,1.0,1
"After several deliveries, this coffee machine still works fine. Packaging was standard and the instructions were easy to follow. I would rate it as a good mid-range option.",4.0,0
Best purchase ever!!! This power bank is incredible. This changed my life instantly and forever. This is the only review you need!!!,1.0,1
This phone case matched the description pretty well. Build quality feels solid and the setup took about ten minutes. Overall I would recommend it if the price is reasonable.,5.0,0
"After several deliveries, this LED desk lamp still works fine. The material looks durable and the buttons respond well. So far the experience is positive and I would buy it again.",4.0,0
"I used this LED desk lamp for two weeks. Battery life is acceptable, but charging could be faster. I would rate it as a good mid-range option.",3.0,0
"Unbelievable quality buy immediately!!! This gaming headset is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",5.0,1
"Bought this gaming headset for daily home use. The material looks durable and the buttons respond well. It is not perfect, but it solves the task I bought it for.",3.0,0
"After several deliveries, this coffee machine still works fine. Build quality feels solid and the setup took about ten minutes. So far the experience is positive and I would buy it again.",3.0,0
Unbelievable quality buy immediately!!! This kitchen blender is incredible. Five stars five stars five stars!!! This is the only review you need!!!,1.0,1
Worst scam ever avoid this now!!! This gaming headset is incredible. Five stars five stars five stars!!! This is the only review you need!!!,1.0,1
"This phone case matched the description pretty well. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",3.0,0
I tested this phone case during normal office work. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,3.0,0
"Unbelievable quality buy immediately!!! This vacuum cleaner is incredible. No details needed, just trust me and order it. I did not even try it long but it is perfect!!!",5.0,1
Unbelievable quality buy immediately!!! This gaming headset is incredible. Everyone must buy this right now. Buy now and thank me later!!!,5.0,1
"This coffee machine matched the description pretty well. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",4.0,0
I used this power bank for two weeks. Build quality feels solid and the setup took about ten minutes. It feels like a realistic 4-star product.,4.0,0
"After several deliveries, this wireless mouse still works fine. Battery life is acceptable, but charging could be faster. I would rate it as a good mid-range option.",5.0,0
Absolutely amazing!!! This vacuum cleaner is incredible. This changed my life instantly and forever. I did not even try it long but it is perfect!!!,5.0,1
"After several deliveries, this kitchen blender still works fine. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",3.0,0
Bought this vacuum cleaner for daily home use. Build quality feels solid and the setup took about ten minutes. I would rate it as a good mid-range option.,4.0,0
"After several deliveries, this gaming headset still works fine. The material looks durable and the buttons respond well. So far the experience is positive and I would buy it again.",5.0,0
"Bought this vacuum cleaner for daily home use. The material looks durable and the buttons respond well. It is not perfect, but it solves the task I bought it for.",4.0,0
This coffee machine matched the description pretty well. Packaging was standard and the instructions were easy to follow. I would rate it as a good mid-range option.,4.0,0
"Best purchase ever!!! This vacuum cleaner is incredible. No details needed, just trust me and order it. This is the only review you need!!!",5.0,1
"Worst scam ever avoid this now!!! This phone case is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",5.0,1
Bought this LED desk lamp for daily home use. The material looks durable and the buttons respond well. It feels like a realistic 4-star product.,4.0,0
"Worst scam ever avoid this now!!! This power bank is incredible. No details needed, just trust me and order it. I did not even try it long but it is perfect!!!",1.0,1
"Perfect product 100% recommended!!! This wireless mouse is incredible. No details needed, just trust me and order it. This is the only review you need!!!",1.0,1
I tested this wireless mouse during normal office work. Packaging was standard and the instructions were easy to follow. I would rate it as a good mid-range option.,5.0,0
"After several deliveries, this kitchen blender still works fine. The material looks durable and the buttons respond well. It is not perfect, but it solves the task I bought it for.",4.0,0
"Perfect product 100% recommended!!! This kitchen blender is incredible. Terrible terrible terrible, do not ask questions. Buy now and thank me later!!!",1.0,1
"Absolutely amazing!!! This power bank is incredible. Terrible terrible terrible, do not ask questions. Use my recommendation and do not hesitate!!!",1.0,1
This phone case matched the description pretty well. Packaging was standard and the instructions were easy to follow. Overall I would recommend it if the price is reasonable.,3.0,0
"After several deliveries, this gaming headset still works fine. Battery life is acceptable, but charging could be faster. Overall I would recommend it if the price is reasonable.",4.0,0
"I used this coffee machine for two weeks. The material looks durable and the buttons respond well. It is not perfect, but it solves the task I bought it for.",4.0,0
Worst scam ever avoid this now!!! This power bank is incredible. This changed my life instantly and forever. Totally the best product online!!!,5.0,1
This coffee machine matched the description pretty well. The material looks durable and the buttons respond well. So far the experience is positive and I would buy it again.,4.0,0
Worst scam ever avoid this now!!! This gaming headset is incredible. This changed my life instantly and forever. Use my recommendation and do not hesitate!!!,5.0,1
"Perfect product 100% recommended!!! This kitchen blender is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",5.0,1
Absolutely amazing!!! This coffee machine is incredible. This changed my life instantly and forever. I did not even try it long but it is perfect!!!,1.0,1
"I used this gaming headset for two weeks. The sound is clear, though the bass is not very strong. It feels like a realistic 4-star product.",5.0,0
"After several deliveries, this wireless mouse still works fine. Packaging was standard and the instructions were easy to follow. So far the experience is positive and I would buy it again.",4.0,0
Best purchase ever!!! This coffee machine is incredible. Everyone must buy this right now. Buy now and thank me later!!!,1.0,1
"Perfect product 100% recommended!!! This wireless mouse is incredible. Terrible terrible terrible, do not ask questions. This is the only review you need!!!",5.0,1
"This power bank matched the description pretty well. The material looks durable and the buttons respond well. It is not perfect, but it solves the task I bought it for.",4.0,0
"This kitchen blender matched the description pretty well. Build quality feels solid and the setup took about ten minutes. It is not perfect, but it solves the task I bought it for.",3.0,0
Best purchase ever!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,5.0,1
Bought this power bank for daily home use. Build quality feels solid and the setup took about ten minutes. So far the experience is positive and I would buy it again.,4.0,0
"Perfect product 100% recommended!!! This coffee machine is incredible. No details needed, just trust me and order it. Buy now and thank me later!!!",5.0,1
"Worst scam ever avoid this now!!! This phone case is incredible. No details needed, just trust me and order it. I did not even try it long but it is perfect!!!",5.0,1
"Perfect product 100% recommended!!! This gaming headset is incredible. Terrible terrible terrible, do not ask questions. Totally the best product online!!!",1.0,1
"I used this phone case for two weeks. Battery life is acceptable, but charging could be faster. So far the experience is positive and I would buy it again.",5.0,0
Worst scam ever avoid this now!!! This vacuum cleaner is incredible. Five stars five stars five stars!!! I did not even try it long but it is perfect!!!,5.0,1
This phone case matched the description pretty well. The material looks durable and the buttons respond well. I would rate it as a good mid-range option.,4.0,0
